gender,age,country,sim_spent,day
M,31,Mexico,11.74,tuesday
M,23,Spain,12.16,monday
M,27,Peru,8.59,thursday
F,34,Peru,12.41,friday
M,34,Colombia,11.39,wednesday
M,25,Spain,7.63,friday
M,26,Spain,8.1,thursday
M,32,Mexico,10.88,tuesday
F,23,Colombia,10.4,monday
F,30,Spain,11.56,tuesday
F,30,Colombia,9.77,wednesday
F,35,Spain,9.9,wednesday
M,30,Peru,10.07,monday
M,32,Mexico,5.4,tuesday
F,24,Mexico,5.35,wednesday
M,32,Spain,10.67,wednesday
M,29,Mexico,8.73,friday
M,25,Mexico,10.81,monday
M,33,Mexico,8.57,thursday
F,29,Spain,9.41,thursday
F,26,Colombia,7.09,tuesday
M,26,Peru,11.39,friday
M,33,Mexico,10.65,friday
M,33,Spain,11.42,tuesday
F,31,Mexico,10.98,monday
M,27,Colombia,12.28,thursday
F,32,Spain,11.67,thursday
F,33,Mexico,10.58,monday
F,32,Mexico,12.14,thursday
M,39,Mexico,9.67,friday
F,25,Peru,10.76,tuesday
F,33,Colombia,11.27,tuesday
M,31,Spain,10.99,monday
M,27,Peru,12.07,monday
F,29,Peru,7.03,wednesday
M,32,Spain,10.58,thursday
F,25,Mexico,9.54,tuesday
F,35,Spain,10.71,wednesday
F,30,Mexico,10.67,tuesday
F,24,Colombia,7.51,wednesday
F,27,Spain,9.65,monday
F,36,Peru,9.68,tuesday
M,29,Spain,6.93,monday
F,34,Mexico,10.79,thursday
F,29,Colombia,8.98,wednesday
F,33,Colombia,9.56,monday
M,30,Colombia,9.58,tuesday
M,35,Mexico,6.81,friday
M,35,Peru,11.61,wednesday
M,24,Mexico,10.01,thursday
F,32,Spain,9.78,thursday
F,29,Spain,6.17,thursday
M,23,Spain,7.16,monday
M,28,Mexico,9.83,monday
F,26,Spain,9.38,wednesday
M,36,Spain,8.03,thursday
F,32,Mexico,8.38,friday
M,34,Mexico,10.22,monday
F,28,Colombia,7.83,tuesday
M,34,Mexico,9.1,thursday
F,28,Colombia,8.67,friday
F,28,Peru,11.38,friday
F,24,Mexico,7.02,tuesday
M,31,Mexico,11.75,wednesday
F,29,Spain,9.63,friday
M,35,Spain,12.56,wednesday
M,36,Mexico,7.88,thursday
F,28,Spain,7.55,wednesday
F,33,Spain,8.27,tuesday
F,30,Spain,6.64,monday
F,25,Spain,9.4,wednesday
M,32,Colombia,9.94,wednesday
M,30,Colombia,11.67,friday
M,26,Mexico,9.43,thursday
F,39,Mexico,8.52,monday
M,33,Mexico,8.72,monday
F,27,Peru,10.34,tuesday
M,28,Peru,9.06,monday
M,36,Spain,12.08,monday
M,36,Mexico,10.63,thursday
M,33,Peru,11.79,thursday
F,33,Spain,9.48,tuesday
M,27,Peru,11.76,wednesday
M,30,Spain,9.07,monday
M,34,Colombia,10.1,thursday
F,34,Spain,12.56,friday
M,27,Spain,13.37,thursday
M,33,Colombia,12.86,monday
M,25,Peru,13.55,wednesday
M,27,Peru,10.88,tuesday
F,27,Mexico,11.46,monday
F,26,Mexico,9.25,wednesday
F,26,Colombia,14.18,monday
M,26,Colombia,13.32,thursday
M,33,Colombia,11.48,wednesday
M,31,Peru,7.2,tuesday
M,23,Spain,9.94,monday
F,32,Mexico,9.18,wednesday
M,33,Peru,6.72,tuesday
M,25,Colombia,9.31,tuesday
F,30,Colombia,9.04,friday
F,30,Colombia,8.25,monday
F,36,Colombia,10.37,tuesday
M,24,Spain,10.44,friday
M,27,Mexico,5.72,thursday
M,32,Peru,13.71,wednesday
M,34,Colombia,9.54,monday
M,32,Colombia,6.35,tuesday
F,28,Mexico,11.14,monday
F,38,Colombia,7.24,thursday
F,35,Peru,9.09,wednesday
M,26,Mexico,10.92,friday
F,30,Peru,9.41,monday
F,30,Spain,8.69,monday
M,30,Mexico,10.35,friday
M,32,Colombia,6.92,monday
F,26,Peru,10.85,friday
F,30,Peru,7.6,friday
F,32,Colombia,11.45,monday
F,32,Spain,15.64,friday
F,30,Mexico,9.69,monday
F,27,Mexico,13.31,monday
M,33,Peru,4.32,monday
F,32,Spain,10.22,monday
M,33,Spain,10.66,wednesday
M,23,Spain,10.34,tuesday
M,30,Peru,13.65,tuesday
F,24,Peru,8.06,wednesday
M,36,Colombia,9.23,monday
M,30,Mexico,10.86,monday
M,24,Peru,10.8,wednesday
M,35,Colombia,11.63,thursday
F,31,Peru,5.66,wednesday
F,28,Mexico,11.66,tuesday
M,23,Spain,11.54,tuesday
M,32,Mexico,10.02,thursday
M,32,Colombia,7.51,friday
M,29,Peru,8.13,thursday
F,25,Colombia,9.8,monday
F,27,Spain,11.72,thursday
M,24,Mexico,9.73,tuesday
F,40,Mexico,11.84,friday
M,31,Mexico,7.11,friday
F,30,Peru,7.47,thursday
M,34,Mexico,9.05,thursday
M,29,Peru,8.57,friday
M,30,Mexico,8.48,thursday
F,23,Colombia,9.45,monday
M,26,Colombia,11.39,monday
M,30,Spain,11.88,wednesday
F,33,Peru,9.27,friday
F,22,Spain,11.83,tuesday
M,31,Spain,9.67,monday
F,33,Colombia,10.66,monday
M,23,Peru,9.58,friday
F,38,Colombia,7.67,friday
F,18,Peru,12.45,monday
M,22,Spain,12.31,tuesday
M,31,Spain,9.9,friday
M,23,Colombia,9.57,friday
M,25,Mexico,11.52,monday
M,30,Mexico,9.11,monday
M,34,Colombia,7.45,friday
F,25,Spain,12.1,monday
F,25,Peru,11.67,monday
M,30,Peru,9.22,monday
M,28,Colombia,8.3,tuesday
F,35,Peru,10.68,thursday
F,32,Peru,7.44,thursday
M,33,Peru,9.74,friday
M,35,Colombia,8.51,tuesday
F,23,Mexico,9.47,friday
F,32,Spain,10.79,thursday
F,30,Peru,7.38,tuesday
F,26,Peru,10.75,wednesday
M,35,Colombia,10.66,friday
M,35,Spain,11.28,monday
M,29,Peru,8.78,wednesday
F,32,Colombia,11.69,tuesday
M,39,Colombia,11.17,monday
F,29,Colombia,11.15,thursday
F,23,Spain,10.66,tuesday
M,33,Colombia,9.89,friday
F,35,Colombia,12.66,friday
M,24,Peru,10.29,tuesday
M,38,Colombia,9.75,thursday
F,30,Peru,13.62,tuesday
M,34,Mexico,8.88,thursday
M,33,Peru,11.96,friday
F,28,Peru,9.91,monday
F,27,Colombia,8.02,tuesday
F,31,Colombia,11.67,thursday
M,26,Colombia,7.88,monday
M,30,Colombia,6.88,friday
F,29,Mexico,10.39,monday
F,35,Mexico,10.49,monday
M,32,Spain,10.12,thursday
F,30,Colombia,10.12,monday
F,37,Peru,9.29,monday
M,37,Colombia,8.49,tuesday
M,34,Mexico,10.25,tuesday
M,32,Colombia,8.73,thursday
M,21,Peru,12.24,wednesday
F,29,Mexico,11.34,thursday
M,27,Mexico,13.46,thursday
M,22,Mexico,15.13,monday
F,29,Mexico,9.09,thursday
M,29,Colombia,6.9,friday
F,34,Spain,8.75,tuesday
M,26,Spain,10.51,thursday
F,31,Mexico,6.32,monday
F,29,Mexico,9.89,wednesday
F,40,Peru,13.27,friday
F,23,Mexico,10.91,monday
F,32,Peru,8.09,tuesday
F,34,Spain,9.36,thursday
F,32,Spain,11.52,thursday
M,28,Colombia,8.55,monday
M,29,Colombia,10.98,friday
F,28,Peru,8.35,monday
M,34,Peru,11.62,wednesday
F,33,Peru,9.58,friday
F,34,Mexico,11.32,thursday
M,33,Mexico,11.05,tuesday
M,25,Spain,12.05,friday
F,33,Peru,9.09,friday
F,30,Spain,8.16,tuesday
M,26,Peru,9.94,tuesday
F,24,Colombia,9.63,thursday
F,33,Peru,9.86,friday
F,24,Spain,11.38,wednesday
F,33,Peru,12.61,wednesday
M,29,Peru,11.67,thursday
F,36,Spain,11.47,friday
F,30,Colombia,9.72,thursday
F,32,Colombia,12.66,thursday
M,28,Spain,11.43,wednesday
M,29,Spain,9.66,thursday
F,29,Mexico,14.31,wednesday
M,30,Mexico,9.92,tuesday
M,33,Mexico,9.89,monday
M,28,Spain,9.09,tuesday
M,33,Spain,9.95,wednesday
M,28,Spain,7.74,tuesday
F,32,Spain,4.65,tuesday
F,31,Peru,13.38,friday
F,26,Mexico,12.37,friday
F,23,Spain,12.34,friday
M,28,Mexico,6.57,monday
F,26,Colombia,13.61,wednesday
M,28,Peru,9.3,thursday
M,31,Mexico,7.99,friday
M,31,Peru,6.94,monday
M,33,Mexico,10.58,monday
F,32,Peru,13.08,monday
F,30,Peru,11.09,friday
M,26,Mexico,5.67,tuesday
M,33,Spain,12.12,thursday
M,27,Spain,11.7,wednesday
M,32,Colombia,8.99,wednesday
M,32,Mexico,12.19,tuesday
F,30,Spain,6.91,monday
M,36,Peru,13.34,friday
F,31,Mexico,12.37,thursday
F,27,Spain,9.66,friday
M,28,Spain,8.45,tuesday
F,31,Spain,12.28,wednesday
M,24,Colombia,7.41,friday
M,36,Colombia,15.8,monday
F,26,Spain,6.03,wednesday
F,31,Spain,6.58,tuesday
M,36,Spain,9.07,wednesday
M,23,Spain,11.13,tuesday
F,25,Colombia,6.27,wednesday
M,25,Peru,9.6,wednesday
F,36,Spain,9.51,monday
F,30,Mexico,10.77,thursday
M,36,Peru,9.57,wednesday
F,33,Spain,8.91,monday
M,27,Colombia,10.34,tuesday
M,31,Spain,9.58,tuesday
F,25,Mexico,11.38,tuesday
F,38,Peru,10.96,monday
F,29,Mexico,10.32,friday
M,34,Colombia,8.35,friday
F,34,Mexico,13.1,monday
F,27,Peru,11.54,monday
M,27,Spain,10.84,wednesday
M,27,Mexico,10.42,thursday
M,32,Colombia,9.86,thursday
F,32,Peru,8.76,tuesday
F,33,Peru,8.68,thursday
M,32,Colombia,10.43,tuesday
M,32,Spain,10.28,thursday
F,32,Spain,6.64,friday
F,32,Peru,9.03,monday
F,29,Mexico,9.36,monday
F,28,Colombia,13.54,friday
M,29,Colombia,10.92,thursday
M,34,Mexico,13.76,wednesday
F,35,Mexico,9.59,friday
M,30,Mexico,10.05,monday
F,26,Mexico,9.82,wednesday
F,32,Spain,6.59,monday
M,30,Mexico,10.74,monday
M,37,Peru,9.65,friday
F,28,Spain,11.39,tuesday
F,35,Spain,8.6,wednesday
F,29,Peru,9.94,monday
M,26,Mexico,8.09,tuesday
F,35,Colombia,10.38,wednesday
F,28,Mexico,8.84,tuesday
F,33,Spain,9.53,monday
M,27,Peru,12.38,friday
F,27,Colombia,12.08,monday
F,34,Mexico,8.76,wednesday
M,32,Mexico,9.74,tuesday
M,29,Mexico,6.24,thursday
M,21,Spain,11.09,friday
M,32,Peru,13.46,tuesday
M,28,Peru,13.52,friday
F,33,Colombia,5.21,friday
M,37,Spain,9.99,wednesday
M,28,Spain,10.06,wednesday
F,35,Mexico,14.82,monday
F,27,Mexico,9.06,monday
M,25,Mexico,13.91,wednesday
F,32,Spain,9.11,friday
M,31,Mexico,10.57,wednesday
F,34,Peru,11.27,tuesday
M,28,Spain,9.83,tuesday
F,32,Colombia,7.88,tuesday
M,32,Mexico,9.75,thursday
F,24,Mexico,10.61,monday
F,32,Spain,8.71,monday
F,22,Peru,13.93,wednesday
F,25,Peru,8.58,tuesday
M,23,Peru,9.02,tuesday
F,36,Colombia,11.02,tuesday
F,34,Spain,9.66,monday
M,29,Peru,11.63,wednesday
F,28,Colombia,7.77,monday
M,31,Spain,8.44,friday
F,33,Mexico,7.19,monday
M,36,Colombia,13.22,wednesday
F,27,Spain,15.04,thursday
F,36,Spain,14.39,wednesday
M,28,Spain,6.57,monday
M,28,Peru,7.55,tuesday
F,27,Mexico,8.81,thursday
M,30,Colombia,10.33,thursday
M,28,Peru,8.04,tuesday
F,37,Spain,11.77,thursday
F,31,Spain,10.67,friday
F,36,Mexico,6.71,thursday
M,27,Spain,8.19,friday
M,38,Peru,13.81,monday
M,25,Spain,7.43,friday
M,25,Mexico,7.66,tuesday
F,30,Colombia,12.6,thursday
F,30,Mexico,8.55,thursday
F,33,Peru,8.35,monday
F,35,Peru,7.98,wednesday
F,32,Colombia,6.01,wednesday
M,30,Colombia,11.92,tuesday
F,28,Mexico,5.47,thursday
M,35,Colombia,10.71,monday
M,34,Colombia,8.69,thursday
F,24,Mexico,10.67,monday
M,31,Colombia,10.43,thursday
M,25,Mexico,11.04,friday
F,27,Peru,10.43,tuesday
F,23,Colombia,13.31,wednesday
M,33,Spain,13.75,friday
F,32,Colombia,13.77,thursday
M,34,Peru,9.92,wednesday
F,38,Colombia,13.12,wednesday
F,25,Spain,10.78,monday
M,26,Mexico,10.84,wednesday
M,28,Peru,12.01,friday
M,31,Peru,7.95,wednesday
F,35,Spain,7.36,tuesday
M,22,Colombia,12.34,friday
F,27,Spain,12.3,friday
F,27,Peru,12.73,wednesday
F,29,Peru,9.72,friday
M,30,Peru,8.35,monday
M,33,Mexico,9.46,tuesday
M,29,Colombia,8.63,wednesday
F,31,Mexico,13.79,tuesday
F,32,Mexico,13.3,thursday
F,35,Mexico,10.19,wednesday
F,28,Colombia,12.4,monday
F,27,Colombia,8.91,thursday
M,30,Peru,9.74,wednesday
M,24,Spain,8.62,thursday
M,31,Mexico,8.34,wednesday
F,34,Colombia,11.29,thursday
M,26,Peru,11.48,tuesday
F,26,Colombia,12.72,wednesday
M,29,Peru,11.45,thursday
M,25,Mexico,8.48,wednesday
F,36,Mexico,7.27,monday
F,31,Peru,13.43,thursday
F,31,Spain,11.18,thursday
M,35,Peru,10.96,monday
M,25,Mexico,7.44,tuesday
F,31,Peru,6.54,monday
F,32,Mexico,7.0,friday
F,27,Mexico,10.87,thursday
M,26,Colombia,9.38,monday
M,31,Colombia,13.97,friday
M,28,Peru,11.25,thursday
M,28,Mexico,9.83,monday
M,29,Peru,11.62,friday
F,26,Peru,12.04,friday
M,30,Spain,10.52,thursday
F,25,Mexico,10.01,thursday
M,28,Mexico,9.08,thursday
M,33,Peru,9.55,friday
M,23,Colombia,15.29,thursday
F,32,Peru,10.27,monday
F,28,Colombia,13.02,thursday
F,27,Peru,12.26,friday
M,29,Colombia,9.66,friday
M,25,Colombia,9.94,tuesday
M,27,Spain,10.21,wednesday
M,35,Colombia,7.15,thursday
F,25,Mexico,12.63,tuesday
F,29,Spain,12.14,monday
M,37,Colombia,11.27,friday
F,35,Spain,9.15,wednesday
M,35,Colombia,8.01,friday
F,28,Colombia,9.83,thursday
M,21,Peru,7.9,thursday
F,30,Spain,10.87,wednesday
F,29,Spain,6.55,thursday
F,28,Spain,7.54,wednesday
F,32,Peru,11.0,monday
M,34,Peru,10.57,tuesday
M,39,Spain,9.36,tuesday
F,23,Colombia,10.64,friday
M,28,Spain,13.96,monday
F,26,Peru,12.08,thursday
F,29,Peru,10.19,thursday
M,33,Peru,11.72,tuesday
F,31,Colombia,5.54,thursday
F,28,Mexico,10.91,wednesday
M,31,Mexico,7.34,wednesday
M,22,Peru,11.6,monday
F,37,Spain,9.59,tuesday
M,31,Colombia,11.24,tuesday
F,32,Mexico,10.98,monday
F,37,Mexico,9.67,tuesday
F,31,Colombia,6.55,wednesday
M,31,Spain,9.36,monday
F,27,Colombia,7.47,wednesday
M,26,Mexico,12.25,tuesday
M,30,Spain,12.83,thursday
M,26,Mexico,8.78,tuesday
F,35,Mexico,10.7,wednesday
M,30,Spain,12.16,friday
M,29,Colombia,8.02,monday
F,33,Mexico,7.7,thursday
F,34,Spain,10.11,monday
F,29,Colombia,8.35,tuesday
F,26,Peru,4.6,tuesday
F,25,Spain,9.42,thursday
F,30,Spain,9.02,monday
F,26,Colombia,10.56,wednesday
F,27,Mexico,9.84,friday
M,36,Mexico,13.63,thursday
M,34,Peru,9.97,wednesday
F,32,Spain,10.68,friday
M,34,Peru,7.33,thursday
M,30,Spain,9.21,monday
F,34,Spain,10.81,monday
F,29,Colombia,12.38,thursday
M,32,Spain,8.33,monday
M,35,Mexico,8.03,thursday
F,28,Colombia,8.36,wednesday
F,20,Mexico,10.63,thursday
M,23,Mexico,6.57,thursday
M,35,Colombia,7.56,friday
F,29,Mexico,13.35,monday
M,36,Spain,13.0,monday
M,32,Colombia,11.75,friday
F,30,Peru,10.72,tuesday
M,32,Spain,11.21,friday
F,29,Mexico,9.33,wednesday
M,30,Mexico,9.15,thursday
M,33,Peru,11.93,tuesday
F,29,Spain,9.27,monday
M,27,Spain,12.99,wednesday
F,24,Peru,10.87,thursday
F,31,Mexico,5.24,friday
M,22,Spain,8.76,wednesday
F,31,Peru,9.56,wednesday
F,28,Peru,8.26,monday
F,29,Mexico,9.11,thursday
M,30,Spain,9.24,monday
F,38,Spain,11.77,thursday
M,29,Spain,5.32,wednesday
F,30,Mexico,10.41,thursday
F,23,Colombia,12.13,tuesday
M,23,Mexico,9.74,monday
M,29,Colombia,7.55,tuesday
F,33,Mexico,11.94,thursday
F,26,Mexico,6.93,thursday
M,27,Peru,12.11,tuesday
F,24,Spain,8.47,tuesday
F,32,Peru,12.27,monday
F,25,Spain,9.2,wednesday
M,27,Colombia,11.47,wednesday
F,31,Spain,11.72,wednesday
M,24,Colombia,14.09,wednesday
M,32,Peru,8.09,wednesday
F,27,Mexico,9.8,tuesday
F,34,Mexico,10.91,monday
M,28,Peru,9.53,thursday
M,29,Peru,10.13,tuesday
F,34,Spain,12.8,wednesday
M,32,Peru,7.3,monday
M,31,Mexico,9.55,monday
F,31,Colombia,12.59,friday
F,33,Spain,12.42,monday
M,35,Colombia,9.51,monday
M,28,Peru,16.2,friday
M,25,Spain,7.83,thursday
F,30,Colombia,10.08,friday
M,36,Spain,8.24,monday
M,29,Peru,8.02,tuesday
M,27,Mexico,7.53,monday
F,27,Peru,7.47,wednesday
F,30,Colombia,9.81,friday
F,33,Peru,7.57,wednesday
M,27,Peru,10.19,thursday
M,33,Mexico,8.62,thursday
M,34,Colombia,9.43,thursday
F,29,Spain,7.91,monday
M,32,Mexico,9.64,thursday
F,31,Colombia,12.64,monday
F,28,Spain,9.16,friday
M,21,Mexico,10.69,tuesday
M,34,Spain,9.58,thursday
M,34,Colombia,10.21,thursday
M,30,Colombia,13.66,friday
M,32,Spain,12.82,wednesday
F,28,Mexico,12.05,friday
F,31,Colombia,6.13,wednesday
F,35,Colombia,9.06,thursday
F,35,Colombia,7.79,thursday
M,40,Colombia,11.15,wednesday
M,35,Colombia,12.1,thursday
F,29,Mexico,12.11,wednesday
M,33,Peru,15.94,wednesday
F,28,Spain,10.44,wednesday
M,29,Mexico,7.91,wednesday
F,30,Peru,8.21,tuesday
M,27,Colombia,13.91,wednesday
M,26,Peru,10.25,friday
F,24,Spain,8.04,monday
M,27,Spain,7.5,monday
F,37,Spain,7.63,friday
F,30,Mexico,9.53,monday
M,30,Spain,10.31,tuesday
F,25,Mexico,12.58,thursday
M,32,Colombia,8.0,monday
M,28,Peru,9.58,wednesday
F,29,Peru,9.42,tuesday
M,27,Spain,10.17,friday
F,22,Colombia,11.06,monday
M,26,Spain,5.71,thursday
M,27,Spain,10.48,tuesday
F,28,Colombia,6.8,friday
M,28,Mexico,13.65,monday
M,29,Peru,11.44,monday
F,21,Mexico,11.35,thursday
F,22,Mexico,9.13,thursday
F,27,Mexico,11.35,friday
F,32,Mexico,9.16,monday
F,28,Spain,9.7,thursday
M,31,Peru,9.47,friday
M,28,Mexico,8.64,wednesday
F,28,Mexico,8.55,friday
F,28,Colombia,8.97,tuesday
F,31,Peru,12.04,wednesday
F,27,Colombia,12.02,monday
M,28,Mexico,13.31,tuesday
M,32,Peru,8.12,friday
M,28,Mexico,9.3,monday
M,27,Spain,10.43,thursday
M,28,Mexico,11.0,thursday
M,36,Peru,8.43,wednesday
F,27,Peru,9.69,friday
F,29,Spain,12.37,tuesday
F,30,Spain,7.1,thursday
F,33,Mexico,12.34,wednesday
M,35,Colombia,9.36,friday
F,24,Spain,11.77,thursday
F,31,Peru,11.27,tuesday
F,34,Colombia,11.06,wednesday
M,24,Colombia,9.56,monday
M,25,Spain,11.36,tuesday
F,25,Spain,7.3,tuesday
M,31,Spain,9.42,friday
M,20,Peru,8.79,thursday
M,33,Mexico,7.57,tuesday
F,31,Mexico,10.13,tuesday
F,33,Colombia,7.31,monday
M,38,Spain,12.19,thursday
M,28,Colombia,7.48,tuesday
M,38,Mexico,11.61,wednesday
M,20,Spain,10.51,thursday
M,29,Colombia,9.77,tuesday
M,30,Colombia,9.27,wednesday
M,35,Peru,8.41,tuesday
F,26,Colombia,14.84,monday
F,28,Mexico,6.86,monday
F,30,Peru,14.04,friday
M,24,Peru,8.92,monday
M,27,Peru,9.57,friday
M,35,Spain,12.04,thursday
M,33,Mexico,8.23,friday
F,40,Mexico,8.37,thursday
F,26,Mexico,9.55,tuesday
F,26,Colombia,9.86,thursday
M,32,Peru,9.24,friday
F,30,Colombia,13.16,monday
F,28,Peru,9.58,friday
F,35,Peru,8.32,monday
M,33,Colombia,11.13,thursday
F,28,Colombia,8.96,thursday
F,29,Mexico,7.94,tuesday
F,30,Spain,7.47,friday
F,35,Mexico,6.86,monday
M,25,Colombia,6.43,thursday
F,30,Colombia,8.71,friday
F,24,Colombia,6.74,monday
F,27,Mexico,8.19,thursday
F,27,Spain,9.84,wednesday
M,31,Mexico,10.05,monday
F,26,Spain,10.54,thursday
F,31,Colombia,11.27,wednesday
M,29,Spain,8.54,friday
M,33,Mexico,11.85,friday
M,35,Colombia,11.38,thursday
M,35,Spain,10.07,thursday
M,25,Spain,8.94,tuesday
M,30,Spain,9.93,wednesday
M,28,Mexico,8.36,thursday
F,29,Spain,7.02,wednesday
F,35,Mexico,6.89,tuesday
F,32,Colombia,10.94,friday
M,27,Peru,9.76,wednesday
M,30,Mexico,9.14,friday
M,26,Mexico,12.81,thursday
M,26,Colombia,11.25,monday
F,24,Colombia,9.06,wednesday
M,30,Colombia,9.38,thursday
M,31,Spain,12.25,thursday
F,29,Mexico,9.3,thursday
M,29,Mexico,11.84,wednesday
M,32,Spain,9.7,wednesday
M,23,Mexico,10.7,wednesday
M,31,Peru,7.52,wednesday
M,32,Mexico,8.03,friday
F,33,Peru,9.93,friday
F,30,Colombia,9.99,thursday
F,29,Spain,7.79,friday
F,24,Spain,10.89,tuesday
F,23,Spain,9.21,monday
F,35,Peru,13.91,monday
F,26,Mexico,10.72,wednesday
F,33,Spain,8.75,tuesday
M,27,Colombia,8.33,wednesday
F,32,Spain,10.37,thursday
M,25,Peru,11.33,thursday
M,30,Spain,6.09,tuesday
F,36,Peru,11.29,thursday
F,30,Colombia,11.14,thursday
F,32,Spain,11.62,wednesday
F,33,Spain,9.03,wednesday
M,25,Mexico,8.19,wednesday
F,29,Peru,12.76,monday
M,38,Colombia,9.16,tuesday
M,31,Spain,8.85,wednesday
M,29,Colombia,8.4,wednesday
M,33,Peru,14.75,wednesday
M,32,Colombia,11.96,monday
F,30,Peru,10.43,monday
M,32,Mexico,9.76,tuesday
F,23,Mexico,11.43,wednesday
F,27,Peru,8.62,thursday
M,31,Peru,14.67,thursday
M,33,Mexico,8.83,friday
F,24,Colombia,16.76,friday
M,28,Spain,12.07,friday
M,34,Colombia,11.6,wednesday
F,33,Peru,7.52,friday
F,33,Colombia,9.45,thursday
M,37,Mexico,10.71,tuesday
F,35,Spain,8.71,thursday
F,31,Spain,9.01,monday
F,32,Mexico,10.76,thursday
F,27,Spain,8.72,monday
M,27,Mexico,9.47,tuesday
M,30,Spain,8.52,thursday
M,26,Colombia,9.11,monday
F,34,Mexico,3.73,tuesday
F,28,Spain,13.09,monday
F,26,Mexico,12.81,wednesday
F,26,Peru,10.26,tuesday
M,24,Colombia,10.74,thursday
M,37,Mexico,10.73,wednesday
M,34,Spain,8.82,wednesday
F,27,Colombia,9.46,tuesday
F,34,Mexico,7.69,tuesday
M,34,Peru,10.2,monday
F,25,Mexico,12.26,thursday
F,34,Colombia,13.2,thursday
M,31,Spain,7.18,friday
M,30,Spain,10.14,tuesday
F,29,Mexico,10.06,monday
F,26,Spain,9.39,friday
F,29,Spain,10.92,wednesday
F,34,Spain,5.03,wednesday
F,34,Mexico,8.39,friday
F,28,Colombia,13.37,monday
F,32,Peru,9.48,wednesday
M,31,Spain,9.27,tuesday
M,30,Mexico,8.81,monday
F,29,Colombia,14.77,wednesday
F,32,Spain,14.41,wednesday
M,28,Colombia,13.25,friday
F,31,Spain,10.26,monday
M,30,Spain,6.13,wednesday
M,28,Peru,8.91,friday
F,28,Spain,10.62,tuesday
M,28,Colombia,8.41,tuesday
M,25,Peru,16.32,thursday
M,26,Spain,10.53,friday
F,30,Peru,9.95,monday
F,34,Mexico,11.55,monday
M,28,Peru,8.64,friday
M,33,Spain,8.79,monday
M,29,Spain,14.4,monday
F,25,Mexico,8.13,monday
M,30,Mexico,7.05,tuesday
M,30,Colombia,9.87,tuesday
F,29,Spain,7.91,wednesday
F,30,Spain,10.73,friday
M,31,Colombia,5.31,friday
F,39,Mexico,13.61,tuesday
F,35,Colombia,9.72,tuesday
M,25,Spain,10.22,wednesday
M,31,Spain,12.95,friday
M,29,Peru,12.16,tuesday
F,34,Mexico,9.58,friday
F,32,Mexico,10.5,thursday
M,31,Spain,9.24,monday
F,32,Peru,11.97,wednesday
F,22,Mexico,11.67,tuesday
M,34,Mexico,8.62,monday
F,33,Mexico,8.93,monday
F,30,Colombia,12.14,tuesday
M,30,Spain,8.75,tuesday
F,30,Mexico,10.43,monday
M,29,Mexico,7.55,friday
F,36,Peru,7.5,wednesday
M,32,Spain,9.39,tuesday
M,33,Mexico,9.27,friday
F,30,Spain,8.06,monday
F,33,Mexico,8.71,tuesday
F,28,Spain,6.61,wednesday
F,25,Colombia,8.81,thursday
M,34,Mexico,8.95,monday
F,31,Colombia,11.21,wednesday
M,26,Colombia,8.69,wednesday
M,32,Peru,6.9,thursday
F,25,Mexico,9.59,wednesday
F,32,Peru,9.77,thursday
M,24,Colombia,8.09,wednesday
M,30,Colombia,11.1,tuesday
F,28,Mexico,8.46,monday
M,30,Spain,5.93,wednesday
F,28,Mexico,5.39,wednesday
F,24,Peru,10.47,tuesday
M,27,Colombia,11.87,monday
M,34,Colombia,8.87,monday
M,33,Colombia,10.08,monday
F,32,Mexico,9.49,tuesday
F,39,Spain,11.38,friday
M,29,Mexico,11.7,thursday
F,36,Spain,9.23,monday
M,37,Colombia,11.11,thursday
M,24,Spain,8.06,tuesday
M,26,Mexico,6.81,friday
F,28,Spain,10.11,wednesday
F,31,Mexico,9.34,friday
F,32,Colombia,10.99,thursday
M,35,Spain,12.88,monday
M,32,Colombia,7.61,friday
F,33,Peru,10.02,wednesday
M,26,Spain,10.51,wednesday
M,32,Colombia,8.86,monday
F,31,Mexico,7.4,monday
F,22,Mexico,8.72,tuesday
M,31,Colombia,9.48,tuesday
M,33,Colombia,10.87,wednesday
F,33,Colombia,9.95,tuesday
M,38,Spain,9.44,tuesday
M,34,Colombia,11.86,monday
M,28,Spain,10.22,monday
F,34,Mexico,8.74,monday
M,30,Colombia,16.21,wednesday
F,37,Peru,9.79,monday
M,33,Peru,10.59,thursday
F,30,Peru,9.55,tuesday
F,29,Colombia,12.0,thursday
M,30,Colombia,12.06,thursday
M,35,Spain,7.1,friday
F,37,Colombia,6.89,tuesday
F,27,Mexico,10.1,wednesday
F,22,Spain,9.12,friday
F,23,Colombia,8.29,tuesday
F,31,Spain,10.93,thursday
F,42,Colombia,12.16,monday
M,30,Peru,8.31,thursday
M,35,Colombia,10.95,monday
F,23,Colombia,9.57,friday
M,32,Colombia,12.89,monday
M,28,Peru,7.35,friday
F,28,Colombia,12.12,tuesday
M,33,Colombia,12.54,wednesday
F,31,Mexico,9.4,wednesday
F,30,Peru,8.03,monday
M,26,Spain,11.44,wednesday
M,26,Peru,8.47,monday
M,38,Spain,9.9,friday
M,32,Mexico,10.55,monday
M,27,Peru,9.38,tuesday
F,25,Colombia,9.44,tuesday
M,29,Spain,11.75,wednesday
M,33,Colombia,7.08,thursday
F,36,Colombia,8.62,wednesday
F,28,Peru,12.83,thursday
